"","player.id","pos","last","first","numfirstlast","firstlast","index","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots","HOME_CF.x","HOME_CA.x","AWAY_CF.x","AWAY_CA.x","CF.x","CA.x","CPLUSMINUS.x","CFpercent.x","HOME_CF.y","HOME_CA.y","AWAY_CF.y","AWAY_CA.y","CF.y","CA.y","CPLUSMINUS.y","CFpercent.y","XFACTOR","TOTALCF","TOTALCA","TOTALCplusminus","TOTALCFpercent","XFACTORplusminus"
"3306","3973","G","Pelletier","Pier-Olivier","[TSN] Pier-Olivier Pelletier","Pier-Olivier Pelletier",9079,"pellepi87",0,0,0,0,0,"1987-04-08","6-2","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307","3974","CL","Pelley","Rod","[TSN] Rod Pelley","Rod Pelley",9080,"pellero84",0,0,0,0,0,"1984-09-01","5-11","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308","3975","RL","Pelss","Kristians","[TSN] Kristians Pelss","Kristians Pelss",9085,"pelsskr92",0,0,0,0,0,"1992-09-09","5-11","175","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3309","3976","D","Peltier","Derek","[TSN] Derek Peltier","Derek Peltier",9086,"peltide85",0,0,0,0,0,"1985-03-14","5-11","190","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310","3977","L","Peltonen","Ville","[TSN] Ville Peltonen","Ville Peltonen",9089,"peltovi73",0,0,0,0,0,"1973-05-24","5-11","182","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311","3978","L","Peltz","Brad","[TSN] Brad Peltz","Brad Peltz",9091,"peltzbr89",0,0,0,0,0,"1989-10-02","6-1","185","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3312","3979","R","Peluso","Anthony","[TSN] Anthony Peluso","Anthony Peluso",9093,"pelusan89",0,0,0,0,0,"1989-04-18","6-3","235","R",68,68,39,39,107,107,0,50,50,36,54,70,104,106,-2,49.5238095238095,0.476190476190474,211,213,424,49.7641509433962,2
"3313","398","R","Biggs","Tyler","[TSN] Tyler Biggs","Tyler Biggs",863,"biggsty93",0,0,0,0,0,"1993-04-30","6-2","205","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314","3980","D","Peluso","Chris","[TSN] Chris Peluso","Chris Peluso",9096,"pelusch86",0,0,0,0,0,"1986-08-21","5-11","180","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315","3981","R","Peluso","Mike","[TSN] Mike Peluso","Mike Peluso",9097,"pelusmi74",0,0,0,0,0,"1974-09-02","6-1","208","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316","3982","D","Pemberton","Jay","[TSN] Jay Pemberton","Jay Pemberton",9099,"pembeja83",0,0,0,0,0,"1983-10-02","6-4","215","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317","3983","G","Penner","Andrew","[TSN] Andrew Penner","Andrew Penner",9100,"pennean82",0,0,0,0,0,"1982-12-21","6-2","205","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","3984","L","Penner","Dustin","[TSN] Dustin Penner","Dustin Penner",9102,"pennedu82",0,0,0,0,0,"1982-09-28","6-4","247","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319","3985","D","Penner","Jeff","[TSN] Jeff Penner","Jeff Penner",9107,"penneje87",0,0,0,0,0,"1987-04-13","5-10","183","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320","3986","L","Pepin","Alexis","[TSN] Alexis Pepin","Alexis Pepin",9109,"pepinal96",0,0,0,0,0,"1996-04-24","6-3","218","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321","3987","D","Percy","Stuart","[TSN] Stuart Percy","Stuart Percy",9111,"percyst93",0,0,0,0,0,"1993-05-18","6-1","187","L",15,15,20,16,35,31,4,53.030303030303,34,68,31,29,65,97,-32,40.1234567901235,12.9068462401796,100,128,228,43.859649122807,36
"3322","3988","L","Perekhodyuk","Stanislav","[TSN] Stanislav Perekhodyuk","Stanislav Perekhodyuk",9114,"perekst95",0,0,0,0,0,"1995-06-18","5-11","169","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323","3989","L","Perezhogin","Alexander","[TSN] Alexander Perezhogin","Alexander Perezhogin",9115,"perezal83",0,0,0,0,0,"1983-08-10","6-0","211","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324","399","D","Bigos","Kyle","[TSN] Kyle Bigos","Kyle Bigos",865,"bigosky89",0,0,0,0,0,"1989-05-12","6-5","230","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325","3990","G","Perhonen","Samu","[TSN] Samu Perhonen","Samu Perhonen",9117,"perhosa93",0,0,0,0,0,"1993-03-07","6-5","184","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326","3991","R","Perkovich","Nathan","[TSN] Nathan Perkovich","Nathan Perkovich",9118,"perkona85",0,0,0,0,0,"1985-10-15","6-5","210","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327","3992","L","Perlini","Brendan","[TSN] Brendan Perlini","Brendan Perlini",9119,"perlibr96",0,0,0,0,0,"1996-04-27","6-3","205","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328","3993","R","Perlini","Brett","[TSN] Brett Perlini","Brett Perlini",9121,"perlibr90",0,0,0,0,0,"1990-06-14","6-2","200","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329","3994","CR","Perrault","Joel","[TSN] Joel Perrault","Joel Perrault",9122,"perrajo83",0,0,0,0,0,"1983-04-06","6-2","205","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","3995","CL","Perreault","Mathieu","[TSN] Mathieu Perreault","Mathieu Perreault",9126,"perrema88",0,0,0,0,0,"1988-01-05","5-10","185","L",194,124,163,163,357,287,70,55.4347826086957,252,184,201,141,453,325,128,58.2262210796915,-2.79143847099586,810,612,1422,56.9620253164557,-58
"3331","3996","C","Perreault","Yanic","[TSN] Yanic Perreault","Yanic Perreault",9130,"perreya71",0,0,0,0,0,"1971-04-04","5-11","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","3997","C","Perrin","Eric","[TSN] Eric Perrin","Eric Perrin",9132,"perrier75",0,0,0,0,0,"1975-11-01","5-9","180","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","3998","RL","Perron","David","[TSN] David Perron","David Perron",9135,"perroda88",0,0,0,0,0,"1988-05-28","6-0","198","R",169,145,190,126,359,271,88,56.984126984127,383,324,419,337,802,661,141,54.8188653451811,2.16526163894585,1161,932,2093,55.4706163401816,-53
"3334","3999","L","Perron","Francis","[CAP] PERRON, FRANCIS","Francis Perron",9139,"perrofr96",0,0,0,0,0,"1996-04-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","4","C","Aaltonen","Miro","[TSN] Miro Aaltonen","Miro Aaltonen",4,"aaltomi93",0,0,0,0,0,"1993-06-07","5-10","172","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","40","D","Albers","Paul","[TSN] Paul Albers","Paul Albers",81,"alberpa85",0,0,0,0,0,"1985-10-15","6-1","189","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","400","D","Bigras","Chris","[TSN] Chris Bigras","Chris Bigras",866,"bigrach95",0,0,0,0,0,"1995-02-22","6-1","186","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","4000","R","Perrott","Nathan","[TSN] Nathan Perrott","Nathan Perrott",9140,"perrona76",0,0,0,0,0,"1976-12-08","6-0","225","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339","4001","L","Perry","Adam","[TSN] Adam Perry","Adam Perry",9144,"perryad87",0,0,0,0,0,"1987-01-12","5-10","196","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340","4002","G","Perry","Chase","[CAP] PERRY, CHASE","Chase Perry",9145,"perrych96",0,0,0,0,0,"1996-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341","4003","R","Perry","Corey","[TSN] Corey Perry","Corey Perry",9146,"perryco85",0,0,0,0,0,"1985-05-16","6-3","212","R",394,386,284,340,678,726,-48,48.2905982905983,241,177,233,169,474,346,128,57.8048780487805,-9.51427975818219,1152,1072,2224,51.7985611510791,-176
"3342","4004","D","Perry","Todd","[TSN] Todd Perry","Todd Perry",9150,"perryto86",0,0,0,0,0,"1986-12-13","6-3","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343","4005","D","Persson","Dennis","[TSN] Dennis Persson","Dennis Persson",9151,"perssde88",0,0,0,0,0,"1988-06-02","6-1","192","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344","4006","L","Persson","John","[TSN] John Persson","John Persson",9153,"perssjo92",0,0,0,0,0,"1992-05-18","6-2","209","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345","4007","C","Persson","Niklas","[TSN] Niklas Persson","Niklas Persson",9156,"perssni79",0,0,0,0,0,"1979-03-26","6-2","205","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346","4008","D","Persson","Ricard","[TSN] Ricard Persson","Ricard Persson",9157,"perssri69",0,0,0,0,0,"1969-08-24","6-1","201","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347","4009","D","Pervyshin","Andrei","[TSN] Andrei Pervyshin","Andrei Pervyshin",9158,"pervyan85",0,0,0,0,0,"1985-02-02","5-8","165","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","401","D","Billingsley","Tim","[TSN] Tim Billingsley","Tim Billingsley",868,"billiti90",0,0,0,0,0,"1990-01-17","6-1","177","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","4010","D","Pesce","Brett","[TSN] Brett Pesce","Brett Pesce",9160,"pescebr94",0,0,0,0,0,"1994-11-15","6-3","170","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350","4011","L","Pesonen","Harri","[TSN] Harri Pesonen","Harri Pesonen",9162,"pesonha88",0,0,0,0,0,"1988-08-06","6-0","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","4012","L","Pesonen","Janne","[TSN] Janne Pesonen","Janne Pesonen",9166,"pesonja82",0,0,0,0,0,"1982-05-11","5-11","180","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","4013",NA,"Pestunov","Dimitri","[CAP] PESTUNOV, DIMITRI","Dimitri Pestunov",9168,"pestudi85",0,0,0,0,0,"1985-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353","4014","C","Pestunov","Dmitri","[TSN] Dmitri Pestunov","Dmitri Pestunov",9169,"pestudm85",0,0,0,0,0,"1985-01-22","5-9","196","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","4015","C","Petan","Nicolas","[TSN] Nicolas Petan","Nicolas Petan",9170,"petanni95",0,0,0,0,0,"1995-03-22","5-9","165","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","4016","C","Peter","Emanuel","[TSN] Emanuel Peter","Emanuel Peter",9172,"peterem84",0,0,0,0,0,"1984-06-09","6-0","198","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","4017","D","Peters","Alexander","[CAP] PETERS, ALEXANDER","Alexander Peters",9173,"peteral96",0,0,0,0,0,"1996-07-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","4018","L","Peters","Andrew","[TSN] Andrew Peters","Andrew Peters",9174,"peteran80",0,0,0,0,0,"1980-05-05","6-4","240","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358","4019","G","Peters","Justin","[TSN] Justin Peters","Justin Peters",9177,"peterju86",0,0,0,0,0,"1986-08-30","6-1","210","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359","402","G","Billington","Craig","[TSN] Craig Billington","Craig Billington",869,"billicr66",0,0,0,0,0,"1966-09-11","5-10","170","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360","4020","C","Peters","Taylor","[TSN] Taylor Peters","Taylor Peters",9181,"peterta92",0,0,0,0,0,"1992-01-24","6-2","210","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361","4021","C","Peters","Warren","[TSN] Warren Peters","Warren Peters",9183,"peterwa82",0,0,0,0,0,"1982-07-10","6-0","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362","4022","G","Petersen","Calvin","[TSN] Calvin Petersen","Calvin Petersen",9187,"peterca94",0,0,0,0,0,"1994-10-19","6-2","183","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363","4023","R","Petersen","Nick","[TSN] Nick Petersen","Nick Petersen",9189,"peterni89",0,0,0,0,0,"1989-05-27","6-2","186","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364","4024","C","Petersen","Toby","[TSN] Toby Petersen","Toby Petersen",9190,"peterto78",0,0,0,0,0,"1978-10-27","5-10","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365","4025","C","Peterson","Avery","[TSN] Avery Peterson","Avery Peterson",9194,"peterav95",0,0,0,0,0,"1995-06-20","6-2","194","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366","4026","C","Peterson","Judd","[TSN] Judd Peterson","Judd Peterson",9196,"peterju93",0,0,0,0,0,"1993-09-27","6-0","194","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367","4027","RL","Petersson","Andre","[TSN] Andre Petersson","Andre Petersson",9198,"peteran90",0,0,0,0,0,"1990-09-11","5-9","175","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","4028","D","Petiot","Richard","[TSN] Richard Petiot","Richard Petiot",9201,"petiori82",0,0,0,0,0,"1982-08-20","6-4","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369","4029","D","Petrecki","Nick","[TSN] Nick Petrecki","Nick Petrecki",9205,"petreni89",0,0,0,0,0,"1989-07-11","6-3","225","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370","403","D","Billins","Chad","[TSN] Chad Billins","Chad Billins",871,"billich89",0,0,0,0,0,"1989-05-26","5-10","180","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371","4030","LR","Petrell","Lennart","[TSN] Lennart Petrell","Lennart Petrell",9207,"petrele84",0,0,0,0,0,"1984-04-13","6-3","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","4031","D","Petrochinin","Evgeny","[CAP] PETROCHININ, EVGENY","Evgeny Petrochinin",9209,"petroev76",0,0,0,0,0,"1976-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373","4032","R","Petrov","Kirill","[TSN] Kirill Petrov","Kirill Petrov",9210,"petroki90",0,0,0,0,0,"1990-04-13","6-3","198","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374","4033","RL","Petrov","Oleg","[TSN] Oleg Petrov","Oleg Petrov",9212,"petrool71",0,0,0,0,0,"1971-04-18","5-9","172","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375","4034","D","Petrovic","Alex","[TSN] Alex Petrovic","Alex Petrovic",9215,"petroal92",0,0,0,0,0,"1992-03-03","6-4","206","R",136,162,62,79,198,241,-43,45.1025056947608,76,80,127,111,203,191,12,51.5228426395939,-6.42033694483309,401,432,833,48.1392557022809,-55
"3376","4035","CL","Petrovicky","Robert","[TSN] Robert Petrovicky","Robert Petrovicky",9218,"petroro73",0,0,0,0,0,"1973-10-26","5-11","172","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377","4036","R","Petrovicky","Ronald","[TSN] Ronald Petrovicky","Ronald Petrovicky",9219,"petroro77",0,0,0,0,0,"1977-02-15","5-11","190","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378","4037","D","Petrow","Chris","[TSN] Chris Petrow","Chris Petrow",9222,"petroch84",0,0,0,0,0,"1984-06-05","6-3","188","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379","4038","D","Petruic","Neil","[TSN] Neil Petruic","Neil Petruic",9223,"petrune82",0,0,0,0,0,"1982-07-30","6-1","194","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","4039","C","Petruzalek","Jakub","[TSN] Jakub Petruzalek","Jakub Petruzalek",9224,"petruja85",0,0,0,0,0,"1985-04-24","5-10","176","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381","404","G","Binnington","Jordan","[TSN] Jordan Binnington","Jordan Binnington",874,"binnijo93",0,0,0,0,0,"1993-07-11","6-1","167","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382","4040","D","Petry","Jeff","[TSN] Jeff Petry","Jeff Petry",9226,"petryje87",0,0,0,0,0,"1987-12-09","6-3","200","R",227,283,225,300,452,583,-131,43.6714975845411,428,347,476,502,904,849,55,51.5687393040502,-7.89724171950914,1356,1432,2788,48.6370157819225,-186
"3383","4041","C","Pettersson","Emil","[TSN] Emil Pettersson","Emil Pettersson",9231,"petteem94",0,0,0,0,0,"1994-01-14","6-1","158","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","4042","RL","Pettersson","Fredrik","[TSN] Fredrik Pettersson","Fredrik Pettersson",9233,"pettefr87",0,0,0,0,0,"1987-06-10","5-10","185","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","4043","D","Pettersson","Jesper","[TSN] Jesper Pettersson","Jesper Pettersson",9234,"petteje94",0,0,0,0,0,"1994-07-16","5-9","187","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386","4044","D","Pettersson","Marcus","[CAP] PETTERSSON, MARCUS","Marcus Pettersson",9236,"pettema96",0,0,0,0,0,"1996-05-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","4045","G","Pettersson-Wentzel","Fredrik","[TSN] Fredrik Pettersson-Wentzel","Fredrik Pettersson-Wentzel",9237,"pettefr91",0,0,0,0,0,"1991-07-23","6-1","170","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388","4046","D","Pettinen","Tomi","[TSN] Tomi Pettinen","Tomi Pettinen",9238,"pettito77",0,0,0,0,0,"1977-06-17","6-3","220","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","4047","LR","Pettinger","Matt","[TSN] Matt Pettinger","Matt Pettinger",9240,"pettima80",0,0,0,0,0,"1980-10-22","6-1","205","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390","4048","C","Pettit","Kyle","[CAP] PETTIT, KYLE","Kyle Pettit",9245,"pettiky96",0,0,0,0,0,"1996-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","4049","RC","Peverley","Rich","[TSN] Rich Peverley","Rich Peverley",9246,"peverri82",0,0,0,0,0,"1982-07-08","6-0","195","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","405","D","Birch","Braden","[TSN] Braden Birch","Braden Birch",877,"birchbr89",0,0,0,0,0,"1989-09-25","6-3","192","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393","4050","D","Phaneuf","Dion","[TSN] Dion Phaneuf","Dion Phaneuf",9253,"phanedi85",0,0,0,0,0,"1985-04-10","6-3","214","L",283,401,96,141,379,542,-163,41.1509229098806,224,269,380,398,604,667,-63,47.5216365066876,-6.37071359680709,983,1209,2192,44.8448905109489,-100
"3394","4051","G","Phillips","Brad","[TSN] Brad Phillips","Brad Phillips",9256,"phillbr89",0,0,0,0,0,"1989-04-22","6-2","163","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","4052","D","Phillips","Chris","[TSN] Chris Phillips","Chris Phillips",9257,"phillch78",0,0,0,0,0,"1978-03-09","6-3","220","L",102,140,74,114,176,254,-78,40.9302325581395,118,110,169,226,287,336,-49,46.0674157303371,-5.13718317219755,463,590,1053,43.9696106362773,-29
"3396","4053","G","Phillips","Jamie","[TSN] Jamie Phillips","Jamie Phillips",9260,"phillja93",0,0,0,0,0,"1993-03-24","6-1","170","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397","4054","D","Phillips","Paul","[TSN] Paul Phillips","Paul Phillips",9262,"phillpa91",0,0,0,0,0,"1991-07-16","6-1","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398","4055","C","Phillips","Zack","[TSN] Zack Phillips","Zack Phillips",9263,"phillza92",0,0,0,0,0,"1992-10-28","6-0","194","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399","4056","L","Picard","Alexandre","[TSN] Alexandre Picard","Alexandre Picard",9265,"picaral851009",0,0,0,0,0,"1985-10-09","6-2","206","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","4057","D","Picard","Alexandre R.","[TSN] Alexandre R. Picard","Alexandre R. Picard",9268,"picaral850705",0,0,0,0,0,"1985-07-05","6-3","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
